id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,safety_score,distance_to_public_transportation
826069180,20141021T000000,440000,4,2,2030,56192,1,0,0,3,8,1550,480,1979,0,98077,47.752,-122.073,2510,44866,0.437710245,73.9422327
9211500230,20141002T000000,263000,4,2,1830,7315,1,0,0,5,7,1250,580,1979,0,98023,47.2989,-122.38,1730,7208,0.250945067,43.07720694
5492200090,20141007T000000,770126,4,2,2390,9300,1,0,0,3,8,1430,960,1979,0,98004,47.6035,-122.206,1910,9348,0.921102898,117.4474912
1102000196,20140527T000000,477000,4,2,1720,6270,2,0,0,3,8,1720,0,1978,0,98118,47.5458,-122.268,2130,8700,0.619217775,71.37092755
6067910030,20150316T000000,664000,4,2,2510,11880,1,0,0,5,8,1630,880,1978,0,98006,47.5427,-122.181,2390,11211,0.732818223,96.35195357
7365600070,20140624T000000,762500,4,2,2610,8760,1,0,0,4,8,1760,850,1978,0,98040,47.5875,-122.229,2550,10376,0.884642866,115.9037991
324059112,20150325T000000,675500,4,2,2060,21344,1,0,0,2,8,1460,600,1978,0,98005,47.5934,-122.154,2060,16088,0.755680886,100.7752884
3574801110,20141125T000000,405000,4,2,2360,7716,1,0,0,3,7,1390,970,1978,0,98034,47.7301,-122.223,2160,8794,0.546198779,58.79900665
5611000090,20140805T000000,525000,4,2,2500,10330,1,0,0,4,8,1380,1120,1978,0,98155,47.7743,-122.286,2270,10430,0.599782895,74.49561494
4022900077,20150413T000000,615000,4,2,2750,15450,1,0,0,3,8,1800,950,1978,0,98155,47.7749,-122.283,2750,10620,0.82288958,93.09851333
8731990090,20140820T000000,560000,4,2,2930,22000,1,0,3,4,9,1580,1350,1978,0,98023,47.3227,-122.384,2930,9758,0.669181717,83.55794343
2896000680,20140729T000000,600000,4,2,2810,17674,1,0,0,4,8,1640,1170,1978,0,98052,47.6745,-122.144,2400,11240,0.728043488,85.09923109
8001210170,20140822T000000,275000,4,2,2060,7350,1,0,0,3,7,1210,850,1978,0,98001,47.3424,-122.275,1940,7420,0.37918606,50.77668529
1774230090,20140613T000000,697000,4,2,3650,48351,1.5,0,0,4,8,3650,0,1978,0,98077,47.7632,-122.089,2820,53143,0.946764279,103.4760893
2126049154,20141217T000000,435000,4,2,2160,8148,1,0,0,3,7,1410,750,1978,0,98125,47.7261,-122.306,2060,8100,0.506278583,67.37826928
7856620210,20140808T000000,812500,4,2,2810,10300,1,0,0,4,9,1810,1000,1978,0,98006,47.5626,-122.149,2710,9900,1.021940443,116.2950128
3134100162,20140717T000000,785000,4,2,2900,17400,1,0,0,4,8,2410,490,1978,0,98052,47.6431,-122.108,2620,12240,1.068603612,118.1204444
2600100180,20141020T000000,555000,4,2,2600,19275,1,0,0,3,8,1620,980,1978,0,98006,47.5523,-122.162,2230,10119,0.67529109,86.03907458
6446200190,20150420T000000,563750,4,2,2690,25000,1,0,0,3,8,1750,940,1978,0,98029,47.5537,-122.026,2640,28250,0.708446037,89.68745883
9804500420,20150424T000000,430000,4,2,2470,50123,1,0,0,3,8,1280,1190,1978,0,98022,47.2504,-122,2200,54520,0.453152702,62.10962134
8651720150,20140721T000000,492500,4,2,2760,18306,1,0,0,3,7,1630,1130,1978,0,98034,47.7302,-122.215,2470,9856,0.597915781,68.98196815
2558700220,20140721T000000,503000,4,2,2100,7350,1,0,0,5,7,1240,860,1978,0,98034,47.7194,-122.172,2490,7350,0.701975199,70.92366252
3629160060,20150227T000000,720000,4,2,3370,7634,1,0,2,5,8,2110,1260,1977,0,98056,47.5259,-122.204,2460,7634,0.90713636,99.23150433
1449000270,20140806T000000,670000,4,2,3020,13530,1,0,0,4,8,1540,1480,1977,0,98052,47.6299,-122.099,2230,11896,0.898762737,103.9522943
5137200140,20150325T000000,350000,4,2,2990,11210,1,0,1,4,8,1880,1110,1977,0,98023,47.3357,-122.336,2790,9858,0.344759515,59.61375494
1328300810,20150330T000000,347500,4,2,2290,7000,2,0,0,3,8,2290,0,1977,0,98058,47.4442,-122.129,2000,7200,0.415787768,59.43324476
6061000010,20150504T000000,323000,4,2,2230,50094,1,0,2,4,7,1330,900,1977,0,98092,47.2576,-122.099,2230,40770,0.296698318,47.03057347
9412710440,20150422T000000,305000,4,2,2030,8600,1,0,0,4,7,1230,800,1977,0,98042,47.3942,-122.16,1810,8600,0.264168891,49.40558154
1328300180,20140509T000000,323000,4,2,1970,7213,1,0,0,3,8,1170,800,1977,0,98058,47.4424,-122.126,1980,7045,0.455315611,50.31497468
9485910100,20150424T000000,368500,4,2,2500,26400,1,0,0,3,8,1780,720,1977,0,98031,47.3444,-122.084,2180,31900,0.379380761,59.18877507
7385310040,20140605T000000,725000,4,2,2420,10962,1,0,0,3,8,1530,890,1977,0,98007,47.6218,-122.152,2620,13200,0.932677385,101.7201239
8731900790,20140626T000000,354950,4,2,2530,7350,1,0,0,5,8,1280,1250,1977,0,98023,47.313,-122.374,2280,7350,0.462650417,61.26209337
2156500220,20140923T000000,555000,4,2,2170,7140,1,0,0,3,8,1290,880,1977,0,98052,47.691,-122.113,2120,7820,0.693363019,78.28960334
7230100120,20150209T000000,485000,4,2,2720,51396,2,0,0,4,8,2720,0,1977,0,98059,47.4777,-122.1,1960,51366,0.49015897,81.21221336
8731990440,20150310T000000,299900,4,2,2330,7200,1,0,0,4,8,1560,770,1977,0,98023,47.3203,-122.385,2350,7600,0.443113479,50.12688607
5212000020,20150324T000000,630100,4,2,1910,11356,1,0,0,5,7,1160,750,1977,0,98033,47.6999,-122.2,1770,11357,0.721875393,99.3424479
8645511500,20150420T000000,352750,4,2,2270,24237,1,0,0,4,7,1360,910,1977,0,98058,47.4672,-122.175,2050,8016,0.38976597,64.40940374
7555220140,20140916T000000,675000,4,2,2240,8937,1,0,0,4,8,1460,780,1976,0,98033,47.6495,-122.194,2360,9038,0.866706601,94.74913917
3570000160,20140710T000000,610000,4,2,2600,36583,1,0,0,5,8,1580,1020,1976,0,98075,47.593,-122.054,2300,27820,0.77286316,94.02393242
8860300300,20140902T000000,610000,4,2,2090,8400,1,0,0,4,8,1240,850,1976,0,98052,47.6872,-122.123,2340,9000,0.677843708,93.57173783
3261000080,20150310T000000,704111,4,2,2460,9520,1,0,1,3,8,1680,780,1976,0,98034,47.7021,-122.233,2380,9600,0.84903513,110.4914831
3570000130,20140611T000000,580379,4,2,2240,27820,1.5,0,0,4,8,2240,0,1976,0,98075,47.5936,-122.054,2330,20000,0.802102771,85.12763875
1121000414,20140927T000000,750000,4,2,3150,6343,1,0,3,3,8,1810,1340,1976,0,98126,47.5424,-122.381,2250,6343,0.892015337,116.7362362
2297400250,20141217T000000,445000,4,2,2160,7200,1,0,0,4,7,1220,940,1976,0,98034,47.7177,-122.224,1790,7614,0.531951159,69.73429661
4377000100,20140925T000000,704000,4,2,2510,12500,1,0,0,5,8,2050,460,1976,0,98052,47.6278,-122.11,2200,12088,0.918648973,104.9474043
8644300200,20140605T000000,555000,4,2,2020,10720,1,0,0,4,8,1420,600,1976,0,98052,47.6373,-122.104,2190,10164,0.696423425,76.78541578
1774200060,20140617T000000,669000,4,2,2700,35362,2,0,0,5,8,2700,0,1976,0,98077,47.7628,-122.094,2810,35915,0.879264078,99.811898
5152960350,20141113T000000,379750,4,2,2390,9650,1,0,2,3,8,1620,770,1976,0,98003,47.3438,-122.322,2390,10000,0.5019791,57.68182765
1770000330,20141003T000000,500000,4,2,2630,15000,1,0,0,4,7,1690,940,1976,0,98072,47.7425,-122.089,1800,16500,0.565456101,74.50744682
7974200822,20140530T000000,750000,4,2,2600,4674,1,0,0,3,8,1560,1040,1976,0,98115,47.6782,-122.286,2600,6099,0.934553433,106.5166602
226039317,20150107T000000,750000,4,2,3210,8520,1,0,2,4,7,1810,1400,1976,0,98177,47.7743,-122.388,2450,7360,0.882490294,116.0526268
2064800120,20140602T000000,411000,4,2,2150,9915,1,0,0,5,8,1240,910,1976,0,98056,47.5378,-122.17,1980,9325,0.458200834,68.41685463
6665800030,20140718T000000,590000,4,2,2910,10650,1,0,2,3,8,1780,1130,1975,0,98033,47.6658,-122.188,2920,10988,0.75784478,88.17386824
7555210100,20141117T000000,880000,4,2,2560,7961,1,0,2,4,8,1450,1110,1975,0,98033,47.6499,-122.199,2500,9009,1.036925302,130.5069278
1222069136,20141212T000000,500000,4,2,3000,213008,1,0,0,4,8,3000,0,1975,0,98038,47.4032,-121.982,2300,74191,0.613499408,71.05061801
2473410360,20140617T000000,345000,4,2,2250,7412,1,0,0,4,8,1480,770,1975,0,98058,47.4449,-122.129,2070,7632,0.444434914,58.66883199
5151600300,20140812T000000,390000,4,2,2500,12848,1,0,1,3,8,2120,380,1975,0,98003,47.3364,-122.321,2370,12497,0.544097758,62.02806722
3876311490,20140724T000000,580000,4,2,3210,6825,1,0,0,5,7,1810,1400,1975,0,98034,47.7338,-122.169,1840,8000,0.663217284,92.87173443
5166700055,20150504T000000,645000,4,2,2340,6350,1,0,0,4,7,1310,1030,1974,0,98126,47.5559,-122.379,2020,6350,0.729397436,92.10803701
6145601715,20141215T000000,403500,4,2,2400,3844,1,0,0,5,7,1200,1200,1974,0,98133,47.7027,-122.347,1100,3844,0.560725215,67.23626615
6112300140,20140514T000000,530000,4,2,2450,15002,1,0,0,5,9,2450,0,1974,0,98166,47.4268,-122.343,2650,15055,0.55616767,79.23067266
7855900110,20140718T000000,1.09E+06,4,2,3460,11350,1,0,4,4,9,1780,1680,1974,0,98006,47.568,-122.153,3200,13874,1.294926688,148.2549439
1088030010,20141005T000000,464625,4,2,2040,8996,1,0,0,4,8,1260,780,1974,0,98033,47.666,-122.185,2470,9180,0.642529037,67.15754975
5469501850,20140629T000000,402000,4,2,2950,15540,1,0,0,4,8,2120,830,1974,0,98042,47.3845,-122.152,2840,17136,0.461607638,67.70392523
2225059118,20141202T000000,949000,4,2,2980,42253,1,0,0,4,9,1860,1120,1973,0,98005,47.6392,-122.163,2980,42253,1.288480416,128.1007538
3288301050,20140819T000000,482000,4,2,3010,15750,1,0,0,4,8,1560,1450,1973,0,98034,47.7336,-122.183,2110,9450,0.555124016,77.81956223
7856601110,20150325T000000,945800,4,2,3360,9100,1,0,0,4,8,1760,1600,1973,0,98006,47.5641,-122.149,2620,8925,1.211810291,129.5599303
3761100240,20141027T000000,901000,4,2,3030,18400,1.5,0,3,3,9,2360,670,1973,0,98034,47.7019,-122.243,3030,12486,1.217481974,129.4636136
624069003,20150102T000000,829000,4,2,2970,59677,1,0,2,4,8,1610,1360,1973,0,98075,47.5953,-122.08,2930,42489,1.09349909,115.553716
2558640110,20140514T000000,498000,4,2,2270,7375,1,0,0,4,7,1290,980,1973,0,98034,47.7222,-122.168,1750,7760,0.569430981,76.50990591
3288301010,20140625T000000,585000,4,2,2890,6825,1,0,0,3,8,1560,1330,1973,0,98034,47.734,-122.182,1900,10120,0.656293024,91.68089787
7555200230,20140521T000000,691000,4,2,2550,8632,1,0,0,3,8,1700,850,1972,0,98033,47.6477,-122.197,2550,9534,0.851901939,94.53792262
8731982050,20150423T000000,367999,4,2,3430,8000,1.5,0,0,4,8,3430,0,1972,0,98023,47.3183,-122.382,2090,8000,0.470650514,56.35024062
5469502460,20140909T000000,375000,4,2,3140,24800,1,0,0,4,8,2080,1060,1971,0,98042,47.3782,-122.161,2850,12900,0.476978096,60.33812691
2125079054,20150224T000000,522500,4,2,2200,122403,1.5,0,0,3,7,2200,0,1971,0,98014,47.6301,-121.911,1710,74487,0.604940328,78.98796866
6386700300,20140722T000000,255000,4,2,1760,9222,1,0,0,3,7,1140,620,1971,0,98023,47.3099,-122.362,1800,9222,0.35591085,44.85070098
3860400100,20141121T000000,950000,4,2,2500,20000,1,0,0,4,8,1700,800,1969,0,98004,47.5901,-122.198,2650,20000,1.2279087,140.9569158
3322049005,20140930T000000,850000,4,2,5440,239580,1,0,0,2,9,2720,2720,1969,0,98001,47.354,-122.293,1970,40392,1.025243704,128.2892826
4078300024,20140725T000000,590000,4,2,2160,4205,1,0,3,3,7,1080,1080,1969,0,98125,47.7081,-122.276,2450,6014,0.784330553,81.77158626
5152800030,20150421T000000,485000,4,2,2910,16362,1,0,2,4,9,2120,790,1969,0,98003,47.3397,-122.322,2850,14904,0.617541276,79.73997138
3876300890,20141211T000000,485000,4,2,2560,8956,1,0,0,4,7,1500,1060,1968,0,98034,47.7278,-122.177,2280,9234,0.635468784,69.40761705
7598100735,20140829T000000,769000,4,2,3630,15405,1,0,2,4,8,1850,1780,1968,0,98040,47.566,-122.225,3380,11184,0.995101437,104.3918302
1826049426,20150105T000000,445000,4,2,2320,12368,1,0,0,3,8,1670,650,1968,0,98133,47.7373,-122.35,2070,9575,0.603605717,67.1341219
8121100325,20150419T000000,575000,4,2,1960,4635,1,0,0,4,7,1000,960,1968,0,98118,47.5693,-122.285,1830,6180,0.677366025,87.58092708
3210700380,20140916T000000,640000,4,2,2100,11894,1,0,0,4,8,1720,380,1968,0,98004,47.6006,-122.194,2390,9450,0.69954936,101.9954019
2470200020,20140514T000000,1.88E+06,4,2,3260,19542,1,0,0,4,10,2170,1090,1968,0,98039,47.6245,-122.236,3480,19863,2.483696187,249.8906615
5300200050,20140729T000000,280000,4,2,2230,10160,1,0,0,3,7,1400,830,1968,0,98168,47.5123,-122.32,1740,10080,0.265491939,47.87442386
6708200040,20140507T000000,409500,4,2,2140,13000,1,0,0,3,7,1320,820,1968,0,98028,47.7683,-122.252,2360,11000,0.444392937,70.33096163
8731900200,20140807T000000,320000,4,2,2640,7500,1,0,0,3,8,1620,1020,1967,0,98023,47.3135,-122.369,1980,7875,0.299810066,46.54332682
3885805325,20140731T000000,710000,4,2,2090,8064,2,0,0,5,7,2090,0,1967,0,98033,47.6829,-122.195,1460,8400,0.818961078,102.7944224
9238500480,20140523T000000,465425,4,2,2430,20720,1,0,0,3,7,2430,0,1967,0,98072,47.775,-122.139,2580,26950,0.489472878,65.21756074
424069130,20150213T000000,584999,4,2,2050,17859,1,0,0,4,7,1300,750,1967,0,98075,47.5945,-122.056,2960,20908,0.725298678,95.40508649
4400900030,20140602T000000,440000,4,2,2340,11034,1,0,0,3,8,1720,620,1967,0,98155,47.7686,-122.278,2370,11941,0.494564892,64.89177167
7811100230,20140724T000000,650000,4,2,2020,15810,1,0,0,4,9,1620,400,1967,0,98005,47.5921,-122.155,2210,10160,0.820538933,95.02363674
2473100280,20150417T000000,358000,4,2,2580,11900,1,0,0,4,7,1620,960,1967,0,98058,47.4475,-122.159,1570,9375,0.43679695,52.58681308
1311800040,20141220T000000,260000,4,2,2240,7200,1,0,0,3,7,1140,1100,1967,0,98001,47.3357,-122.275,1580,7416,0.217641665,44.24520636
6073300530,20150428T000000,529950,4,2,1860,7500,1,0,0,5,8,1220,640,1967,0,98056,47.5398,-122.173,2020,8137,0.670848533,76.49467811
240000058,20150408T000000,469000,4,2,3550,13938,1,0,0,5,8,2100,1450,1966,0,98188,47.425,-122.283,2050,9000,0.562241254,75.18833385
3512100110,20140902T000000,275436,4,2,2170,9658,1.5,0,0,3,7,2170,0,1966,0,98030,47.3741,-122.189,1490,9731,0.356395006,49.303285
8563010300,20141126T000000,746000,4,2,2110,8190,1.5,0,0,5,8,2110,0,1966,0,98008,47.6269,-122.1,2420,8400,0.975953001,101.9648754
7243500025,20140519T000000,411000,4,2,2500,5257,2,0,0,3,8,2500,0,1966,0,98118,47.5293,-122.287,1660,5970,0.399654922,67.89346416
7981900110,20141003T000000,350000,4,2,2300,3175,1.5,0,0,3,6,1340,960,1966,0,98144,47.5732,-122.305,1260,3175,0.428480757,60.18698335
5056500210,20141007T000000,539950,4,2,2910,9000,1,0,0,4,8,2130,780,1966,0,98006,47.544,-122.176,1970,9000,0.714415234,81.3333137
7129303070,20140820T000000,735000,4,2,3040,2415,2,1,4,3,8,3040,0,1966,0,98118,47.5188,-122.256,2620,2433,0.956754087,101.7615006
3299200080,20141003T000000,518000,4,2,2440,12051,1,0,0,5,8,1440,1000,1966,0,98133,47.7456,-122.351,2030,8006,0.569373832,86.46453024
1828000050,20140514T000000,625000,4,2,1680,11180,1,0,0,4,7,1680,0,1966,0,98052,47.6557,-122.127,2400,9627,0.676532145,94.26889164
7280300196,20150403T000000,550000,4,2,1800,7750,1,0,0,4,8,1400,400,1965,0,98177,47.7776,-122.384,1800,8275,0.751944499,86.51022474
2757000030,20140922T000000,855000,4,2,2270,10460,2,0,0,3,9,2270,0,1965,0,98040,47.5603,-122.222,2610,10180,1.119140525,130.100189
8669400100,20140805T000000,910000,4,2,4190,38912,1,0,0,4,9,2040,2150,1965,0,98005,47.6472,-122.157,3050,36884,1.167605498,136.76871
6072700110,20140520T000000,615000,4,2,2820,13193,1,0,0,3,8,1860,960,1965,0,98006,47.5579,-122.174,2580,13193,0.790691249,93.88907328
2212600100,20140522T000000,370000,4,2,3150,67518,1,0,0,4,9,2250,900,1965,0,98092,47.3382,-122.196,2210,32391,0.433494375,63.25148054
3392500060,20140904T000000,368000,4,2,2610,9426,1,0,0,3,7,1360,1250,1965,0,98188,47.4435,-122.279,1600,9426,0.424772434,53.00049177
3395000070,20140927T000000,1.54E+06,4,2,4910,15139,1,0,0,4,10,2560,2350,1964,0,98004,47.6444,-122.22,3980,15139,1.873683033,204.8138016
9320200050,20141216T000000,1.50E+06,4,2,2930,25697,1,0,0,4,9,2310,620,1964,0,98004,47.6264,-122.226,3810,20681,1.86946136,210.6859022
9201000030,20150313T000000,940000,4,2,3770,24897,2,0,2,4,8,2550,1220,1964,0,98075,47.5824,-122.078,2640,11502,1.1168121,130.6268458
2581900235,20141110T000000,1.08E+06,4,2,2580,8100,2,0,1,4,8,1780,800,1964,0,98040,47.5387,-122.215,2840,10006,1.276105335,147.3594015
7508200080,20150410T000000,461000,4,2,1700,7495,1,0,0,4,7,1200,500,1964,0,98133,47.7589,-122.354,1650,7495,0.468596258,73.90888268
4055701200,20150421T000000,1.96E+06,4,2,3120,7898,1,1,4,4,8,1560,1560,1963,0,98034,47.7165,-122.259,2630,13868,2.544657844,269.5725192
2024059084,20150313T000000,625000,4,2,2290,21486,1,0,2,5,7,2290,0,1963,0,98006,47.5515,-122.189,2540,15936,0.801235522,92.71441926
3317500070,20150408T000000,1.14E+06,4,2,3840,10004,1,0,2,4,9,2110,1730,1963,0,98040,47.5606,-122.225,3500,12118,1.489398585,162.5355633
7932600140,20140703T000000,395000,4,2,2640,35070,1.5,0,0,3,8,2640,0,1963,0,98058,47.4242,-122.181,2520,34986,0.467888471,62.26695422
7855300200,20150319T000000,1.24E+06,4,2,2680,8500,1,0,4,4,9,1480,1200,1962,0,98006,47.5634,-122.156,2940,8650,1.62309693,169.8358691
7888400560,20141002T000000,208000,4,2,1810,8677,1.5,0,0,3,7,1810,0,1962,0,98198,47.3668,-122.31,1740,8677,0.194573485,46.05622401
1525059160,20140731T000000,1.23E+06,4,2,3410,95396,1.5,0,0,4,10,3410,0,1962,0,98005,47.6547,-122.158,3721,35352,1.507576284,170.8720205
2138000120,20140626T000000,435000,4,2,2110,8751,1,0,0,3,7,1510,600,1962,0,98011,47.7617,-122.215,1660,10295,0.441700817,70.76338955
7855200120,20140509T000000,1.37E+06,4,2,3720,9450,1,0,4,5,10,1960,1760,1962,0,98006,47.5627,-122.156,2900,8605,1.832472555,196.3024538
4457300135,20141105T000000,741000,4,2,2070,10125,1,0,0,3,7,1390,680,1962,0,98040,47.5697,-122.219,1850,10125,0.926055136,108.5862549
1242700035,20141103T000000,772000,4,2,3470,70131,1,0,0,4,8,1750,1720,1962,0,98005,47.6339,-122.18,2950,43560,1.012172989,106.5961179
6072000380,20140701T000000,505000,4,2,2200,9778,1,0,0,4,8,1100,1100,1962,0,98006,47.5472,-122.176,2140,11321,0.61978193,84.3140226
518000040,20150102T000000,440000,4,2,2420,10200,1,0,0,3,8,1220,1200,1962,0,98034,47.72,-122.236,2240,9750,0.488206612,72.95165471
130000175,20140806T000000,655000,4,2,3160,8197,1,0,0,3,8,1580,1580,1962,0,98115,47.7004,-122.287,2050,8197,0.826442547,101.1046851
3524039204,20140813T000000,790000,4,2,2840,11900,1,0,3,4,9,1640,1200,1961,0,98136,47.5271,-122.386,2790,10070,0.939326184,115.665214
2231800020,20141120T000000,366000,4,2,2020,8093,1,0,0,5,7,1300,720,1961,0,98133,47.7685,-122.332,1920,8089,0.38589843,65.44385505
3528400180,20141003T000000,350000,4,2,3390,16153,1,0,0,4,7,1970,1420,1961,0,98031,47.3954,-122.184,2530,8495,0.415426852,51.26097602
1180005050,20141218T000000,463000,4,2,1900,6000,1,0,2,3,7,1300,600,1961,0,98178,47.495,-122.229,2230,6000,0.562312391,68.31041816
3223039149,20140709T000000,395000,4,2,1970,37026,1,0,0,4,8,1970,0,1961,0,98070,47.4375,-122.446,1970,51836,0.530207291,69.27007542
7855600730,20140908T000000,920000,4,2,3140,9085,1,0,2,5,8,1570,1570,1961,0,98006,47.5675,-122.16,2430,9350,1.195377252,135.7671067
2424000060,20140616T000000,500000,4,2,2280,15347,1,0,0,5,7,2280,0,1960,0,98059,47.5218,-122.164,2280,15347,0.675217788,82.30955508
3204800200,20150108T000000,665000,4,2,3320,10574,2,0,0,5,8,2220,1100,1960,0,98056,47.5376,-122.18,2720,8330,0.743595553,92.91195927
4038700730,20141230T000000,621000,4,2,1950,6930,1,0,2,4,7,1250,700,1960,0,98008,47.616,-122.113,1950,8560,0.725558677,89.80221812
8650700090,20140813T000000,1.05E+06,4,2,3950,12840,2,0,0,5,8,3950,0,1960,0,98040,47.5489,-122.219,2350,12507,1.268008642,140.6000394
2324039100,20141112T000000,525000,4,2,2440,5080,2,0,0,3,8,1750,690,1960,0,98126,47.5547,-122.379,1920,6375,0.681414877,86.01479305
5706200370,20140806T000000,550000,4,2,2230,9460,1,0,0,5,7,1480,750,1960,0,98027,47.5246,-122.044,1760,10878,0.645517735,90.82092321
207500012,20140505T000000,855000,4,2,2600,5390,1,0,0,4,8,1300,1300,1960,0,98199,47.6382,-122.397,2550,5600,1.087517992,115.5036148
8026700105,20150218T000000,700000,4,2,2870,8625,1,0,1,4,8,1860,1010,1959,0,98155,47.7425,-122.289,2430,8479,0.905220081,104.4307188
439200035,20141117T000000,740000,4,2,2560,6900,1,0,0,3,8,1480,1080,1959,0,98115,47.686,-122.297,2600,7200,0.903032318,103.8661766
8859000045,20150424T000000,545000,4,2,2180,8480,1,0,3,4,7,1210,970,1959,0,98146,47.4961,-122.366,2240,8497,0.644567513,80.09506747
1422059039,20140828T000000,455000,4,2,3030,117378,1,0,0,4,8,1680,1350,1959,0,98042,47.401,-122.135,2060,110957,0.552614146,78.61247968
3438502200,20140917T000000,445000,4,2,2680,16934,1,0,0,4,7,1340,1340,1958,0,98106,47.542,-122.364,1240,7000,0.536503749,67.91518495
1504800097,20140613T000000,513000,4,2,2020,7070,1,0,0,5,7,1010,1010,1958,0,98126,47.5202,-122.378,1390,6000,0.621815014,79.28104477
627300190,20140812T000000,839000,4,2,2400,12469,1,0,2,4,8,1760,640,1958,0,98008,47.5861,-122.112,2400,10400,0.976016796,125.0915005
1818800235,20140905T000000,1.10E+06,4,2,3410,7750,1,0,4,5,8,1710,1700,1958,0,98116,47.5718,-122.406,3080,8525,1.470369885,153.4688237
7893802800,20140605T000000,425000,4,2,2440,15349,2,0,1,4,7,2440,0,1957,0,98198,47.4117,-122.333,2280,9250,0.527961571,70.97655722
2432000110,20140507T000000,758000,4,2,2410,9549,1,0,0,4,7,1780,630,1956,0,98033,47.6503,-122.197,2090,9549,0.991359094,117.6561452
2021200530,20150225T000000,1.11E+06,4,2,3090,6600,1,0,2,3,9,1800,1290,1956,0,98199,47.6339,-122.396,2380,5000,1.45507649,160.059009
3253500030,20140725T000000,583000,4,2,2200,9453,1,0,0,5,8,1100,1100,1955,0,98144,47.5744,-122.305,1390,5355,0.773371662,85.04161448
6383500295,20140815T000000,900000,4,2,3950,10214,1,0,3,3,10,2050,1900,1955,0,98117,47.6969,-122.384,3130,8608,1.179689844,125.8844974
5379804393,20150217T000000,325000,4,2,1960,8937,1,0,0,5,7,980,980,1954,0,98188,47.451,-122.278,1480,10016,0.389150193,47.25062494
1653500070,20140512T000000,927000,4,2,3300,12090,2,0,0,3,8,3300,0,1953,0,98004,47.6294,-122.218,3180,12239,1.092600489,125.1988277
5467200055,20150307T000000,392500,4,2,2400,19923,1,0,0,5,7,1320,1080,1953,0,98042,47.3616,-122.144,2470,10736,0.498095495,61.54147849
4027700632,20140609T000000,475000,4,2,1980,11443,1,0,0,5,7,1980,0,1952,0,98155,47.7707,-122.273,2080,15700,0.653720302,74.49378839
7974200776,20141205T000000,625000,4,2,2140,4000,1,0,0,3,7,1190,950,1951,0,98115,47.6792,-122.287,2140,4770,0.766961248,93.26975148
6671900130,20141216T000000,370000,4,2,2200,5207,1,0,0,5,7,1120,1080,1951,0,98133,47.74,-122.343,1210,6008,0.341827956,53.8430292
3528900980,20140523T000000,648475,4,2,2250,5700,1,0,0,3,8,1200,1050,1951,0,98109,47.6406,-122.344,1720,3850,0.806373738,92.65678642
5154700060,20141015T000000,1.66E+06,4,2,3520,19200,1,1,4,4,9,1950,1570,1951,0,98136,47.525,-122.393,2450,7000,2.102888718,227.2300138
3600072,20150330T000000,680000,4,2,2220,5310,1,0,0,5,7,1170,1050,1951,0,98144,47.5801,-122.294,1540,4200,0.894923011,97.31650077
1177000130,20140522T000000,805000,4,2,2410,6000,1,0,0,5,8,1410,1000,1950,0,98107,47.6707,-122.399,1760,6000,0.997959835,113.4926
126039394,20150508T000000,525000,4,2,2300,26650,1,0,0,4,8,2300,0,1950,0,98177,47.7771,-122.362,2000,9879,0.642876817,75.08447351
5450300195,20150327T000000,830000,4,2,2090,13500,1,0,0,4,8,2090,0,1949,0,98040,47.573,-122.225,2130,13500,1.108903598,115.4746919
142000165,20140507T000000,749950,4,2,2600,6050,2,0,0,5,8,1960,640,1949,0,98116,47.5656,-122.4,1990,6050,0.917522247,115.5579898
3256400060,20140923T000000,325000,4,2,2090,9240,1,0,0,4,6,2090,0,1949,0,98146,47.4854,-122.343,1460,9240,0.381563471,53.22787311
8082400136,20140626T000000,815000,4,2,2620,4743,1,0,2,4,8,1310,1310,1949,0,98117,47.6829,-122.4,1900,4764,0.932477229,123.9551397
6909700040,20140611T000000,813000,4,2,3370,6675,1,0,3,4,8,1920,1450,1948,0,98144,47.5887,-122.291,2250,5550,0.923554052,121.7422347
4077800017,20140813T000000,775000,4,2,2740,6200,1.5,0,3,4,8,1820,920,1947,0,98125,47.7084,-122.277,2430,6000,1.013596181,106.3673667
9273200115,20141217T000000,1.25E+06,4,2,4120,12500,1,0,4,4,8,2060,2060,1947,0,98116,47.5914,-122.385,3680,5000,1.514721269,167.9399268
1250202324,20150122T000000,610000,4,2,2640,8400,1,0,2,3,8,1440,1200,1947,0,98144,47.5882,-122.29,2610,6000,0.749001719,89.97488755
1193000480,20140724T000000,784000,4,2,3540,7091,1.5,0,1,4,8,1970,1570,1947,0,98199,47.6467,-122.394,2200,6000,0.982479097,108.9239806
3213200314,20141226T000000,874000,4,2,2860,6867,1,0,1,5,7,1560,1300,1946,0,98115,47.6723,-122.263,2290,5350,1.059880145,129.1437544
6154900005,20140924T000000,665000,4,2,2420,7102,1,0,0,5,7,1670,750,1946,0,98177,47.7042,-122.371,1620,7102,0.840384545,96.69612933
6885900415,20150107T000000,290000,4,2,2240,8162,2,0,0,5,7,1380,860,1946,0,98133,47.7427,-122.34,1550,8163,0.397073006,47.86995664
6127600036,20141105T000000,799000,4,2,2390,6820,2,0,0,4,7,2140,250,1945,0,98115,47.6788,-122.27,1980,6820,0.983497921,119.1781447
